pathway	feature_ids
Pyruvate metabolism	DAL7
Pyruvate metabolism	MLS1
Pyruvate metabolism	SNO4
Pyruvate metabolism	CDC19
Pyruvate metabolism	CYB2
Pyruvate metabolism	LYS20
Pyruvate metabolism	LYS21
Pyruvate metabolism	MAE1
Pyruvate metabolism	ACS2
Pyruvate metabolism	ACS1
Pyruvate metabolism	ALD6
Pyruvate metabolism	ALD4
Pyruvate metabolism	ALD5
Pyruvate metabolism	GLO2
Pyruvate metabolism	PDB1
Pyruvate metabolism	GLO1
Pyruvate metabolism	GLO4
Pyruvate metabolism	HFD1
Pyruvate metabolism	LPD1
Pyruvate metabolism	LEU4
Pyruvate metabolism	DLD1
Pyruvate metabolism	ACH1
Pyruvate metabolism	DLD2
Pyruvate metabolism	GRE2
Pyruvate metabolism	DLD3
Pyruvate metabolism	HSP33
Pyruvate metabolism	MDH1
Pyruvate metabolism	PCK1
Pyruvate metabolism	HSP32
Pyruvate metabolism	LEU9
Pyruvate metabolism	HSP31
RNA degradation	RRP40
RNA degradation	MTR3
RNA degradation	DCS1
RNA degradation	RRP43
RNA degradation	DIS3
RNA degradation	RRP42
RNA degradation	PAT1
RNA degradation	ERR1
RNA degradation	MTR4
RNA degradation	ERR2
RNA degradation	CAF40
RNA degradation	ERR3
RNA degradation	XRN1
RNA degradation	PAP2
RNA degradation	RRP45
RNA degradation	RRP46
RNA degradation	DCP1
RNA degradation	SKI8
RNA degradation	SKI6
RNA degradation	CAF16
RNA degradation	HSP60
RNA degradation	SKI7
RNA degradation	NOT5
RNA degradation	LRP1
RNA degradation	SKI2
RNA degradation	SKI3
RNA degradation	DHH1
RNA degradation	CAF120
RNA degradation	MOT2
RNA degradation	CCR4
RNA degradation	LSM2
RNA degradation	LSM1
RNA degradation	LSM6
RNA degradation	MPP6
RNA degradation	LSM5
RNA degradation	RAT1
RNA degradation	LSM4
RNA degradation	LSM3
RNA degradation	PAN3
RNA degradation	PAN2
RNA degradation	LSM8
RNA degradation	LSM7
RNA degradation	CDC36
RNA degradation	CDC39
RNA degradation	SSQ1
RNA degradation	PAB1
RNA degradation	NOT3
RNA degradation	DCP2
RNA degradation	RRP6
RNA degradation	RRP4
RNA degradation	SKG3
RNA degradation	POP2
RNA degradation	CSL4
RNA degradation	ENO1
RNA degradation	TRF5
RNA degradation	ENO2
RNA degradation	SSC1
RNA degradation	EDC3
RNA degradation	AIR1
RNA degradation	PFK2
RNA degradation	AIR2
RNA degradation	PFK1
RNA polymerase	RPO21
RNA polymerase	RPC40
RNA polymerase	RET1
RNA polymerase	RPA43
RNA polymerase	RPA49
RNA polymerase	RPC25
RNA polymerase	RPO26
RNA polymerase	RPC37
RNA polymerase	RPC19
RNA polymerase	RPO31
RNA polymerase	RPB3
RNA polymerase	RPB4
RNA polymerase	RPC31
RNA polymerase	RPB10
RNA polymerase	RPC53
RNA polymerase	RPA34
RNA polymerase	RPB2
RNA polymerase	RPB11
RNA polymerase	RPA12
RNA polymerase	RPC10
RNA polymerase	RPC11
RNA polymerase	RPA14
RNA polymerase	RPC34
RNA polymerase	RPB9
RNA polymerase	RPB7
RNA polymerase	RPB8
RNA polymerase	RPC82
RNA polymerase	RPB5
RNA polymerase	RPA190
RNA polymerase	RPA135
RNA transport	UPF3
RNA transport	RPG1
RNA transport	GCN3
RNA transport	MTR2
RNA transport	LOS1
RNA transport	SEC13
RNA transport	NDC1
RNA transport	NUP133
RNA transport	NUP170
RNA transport	TEX1
RNA transport	CCA1
RNA transport	CBC2
RNA transport	TRZ1
RNA transport	NUP53
RNA transport	SUB2
RNA transport	RPP1
RNA transport	NUP57
RNA transport	POP1
RNA transport	GCD11
RNA transport	YRA1
RNA transport	NSP1
RNA transport	TIF5
RNA transport	STO1
RNA transport	TIF3
RNA transport	TIF2
RNA transport	NMD2
RNA transport	NUP120
RNA transport	NMD3
RNA transport	SUI3
RNA transport	SUI2
RNA transport	SUI1
RNA transport	TIF11
RNA transport	NUP85
RNA transport	NUP84
RNA transport	TGS1
RNA transport	NAM7
RNA transport	NUP49
RNA transport	NUP116
RNA transport	RPM2
RNA transport	MLP2
RNA transport	NUP157
RNA transport	GCD2
RNA transport	MSN5
RNA transport	GCD1
RNA transport	NIC96
RNA transport	KAP95
RNA transport	NUP192
RNA transport	GSP2
RNA transport	GCD6
RNA transport	CRM1
RNA transport	RNA1
RNA transport	GSP1
RNA transport	GCD7
RNA transport	CDC33
RNA transport	HCR1
RNA transport	TIF1
RNA transport	PAB1
RNA transport	PRT1
RNA transport	RPR2
RNA transport	TEF2
RNA transport	TEF1
RNA transport	FUN12
RNA transport	FAL1
RNA transport	NIP1
RNA transport	TIF4631
RNA transport	POP7
RNA transport	POP6
RNA transport	TIF4632
RNA transport	POP8
RNA transport	POP3
RNA transport	KRE28
RNA transport	UBC9
RNA transport	POP5
RNA transport	POP4
RNA transport	NUP100
RNA transport	NUP188
RNA transport	TIF34
RNA transport	GLE2
RNA transport	THO2
RNA transport	TIF35
RNA transport	HSL7
RNA transport	MLP1
RNA transport	SEH1
RNA transport	MEX67
RNA transport	SMT3
Riboflavin metabolism	RIB2
Riboflavin metabolism	RIB3
Riboflavin metabolism	RIB1
Riboflavin metabolism	FAD1
Riboflavin metabolism	FMN1
Riboflavin metabolism	LTP1
Riboflavin metabolism	RIB7
Riboflavin metabolism	RIB4
Riboflavin metabolism	RIB5
Riboflavin metabolism	DIA3
Riboflavin metabolism	PHO5
Riboflavin metabolism	PHO3
Riboflavin metabolism	PHO12
Riboflavin metabolism	PHO11
Ribosome	RPP1A
Ribosome	RPL33A
Ribosome	RPP1B
Ribosome	RPL21A
Ribosome	RPL33B
Ribosome	RPL21B
Ribosome	RPS24B
Ribosome	RPS24A
Ribosome	RTC6
Ribosome	RPL17A
Ribosome	RPS8A
Ribosome	RPL2B
Ribosome	RPL2A
Ribosome	RPL17B
Ribosome	RPS8B
Ribosome	RPL25
Ribosome	RPL28
Ribosome	RPL29
Ribosome	RPL10
Ribosome	RPS6B
Ribosome	RPL20A
Ribosome	RPL20B
Ribosome	RPS23B
Ribosome	RPS11A
Ribosome	RPS23A
Ribosome	RPL1A
Ribosome	RPL16A
Ribosome	RPL16B
Ribosome	RPS7B
Ribosome	RPS7A
Ribosome	RPS11B
Ribosome	RPL1B
Ribosome	RPS19A
Ribosome	RPS5
Ribosome	RPS2
Ribosome	RPS3
Ribosome	RPL9A
Ribosome	RPS19B
Ribosome	RPL9B
Ribosome	MRP2
Ribosome	MNP1
Ribosome	RPL43A
Ribosome	RPL43B
Ribosome	MRP4
Ribosome	RPL31A
Ribosome	RPS1B
Ribosome	RPL31B
Ribosome	RPS1A
Ribosome	RPS22A
Ribosome	MRPL10
Ribosome	RPL4B
Ribosome	RPL4A
Ribosome	RPL27A
Ribosome	RPL15A
Ribosome	RPS10B
Ribosome	RPL27B
Ribosome	RPS22B
Ribosome	RPL15B
Ribosome	RPS10A
Ribosome	RPS20
Ribosome	RPS18B
Ribosome	RPS18A
Ribosome	RPL5
Ribosome	RPL3
Ribosome	RPL30
Ribosome	RPL32
Ribosome	15S_RRNA
Ribosome	MRPL19
Ribosome	RPP2B
Ribosome	RPL14B
Ribosome	RPP2A
Ribosome	RPS0A
Ribosome	RPL42A
Ribosome	RPL42B
Ribosome	MRPL11
Ribosome	RPS0B
Ribosome	RPS15
Ribosome	21S_RRNA
Ribosome	MRPL9
Ribosome	RPS9B
Ribosome	RPS9A
Ribosome	RPL26A
Ribosome	RPS21B
Ribosome	MRPL7
Ribosome	RPL26B
Ribosome	MRPL6
Ribosome	RPL14A
Ribosome	RPS21A
Ribosome	RPL39
Ribosome	RPL38
Ribosome	RPS12
Ribosome	RPS17B
Ribosome	RPS17A
Ribosome	RPS29B
Ribosome	RPS29A
Ribosome	RPS13
Ribosome	RPL13A
Ribosome	RPL13B
Ribosome	MRP20
Ribosome	MRPL24
Ribosome	RSM7
Ribosome	RPL41A
Ribosome	RPL41B
Ribosome	MRPL23
Ribosome	MRPS5
Ribosome	RLP24
Ribosome	RPL6B
Ribosome	RPL6A
Ribosome	MRPL32
Ribosome	MRPS9
Ribosome	RPL37A
Ribosome	RPL37B
Ribosome	RPP0
Ribosome	RPS16B
Ribosome	RPS16A
Ribosome	RPS28B
Ribosome	RPS28A
Ribosome	MRPS18
Ribosome	MRPS16
Ribosome	MRPS17
Ribosome	MRPS12
Ribosome	RPL36B
Ribosome	RPL24A
Ribosome	RPL12A
Ribosome	RPL24B
Ribosome	RPL12B
Ribosome	RPL40A
Ribosome	RPL40B
Ribosome	MRPL40
Ribosome	MRP17
Ribosome	YML6
Ribosome	MRX14
Ribosome	RPL36A
Ribosome	RPS31
Ribosome	RPS27B
Ribosome	RPS27A
Ribosome	RSM10
Ribosome	MRPS28
Ribosome	RPL35A
Ribosome	RPL35B
Ribosome	RPL23A
Ribosome	RPL23B
Ribosome	RPL11A
Ribosome	RPL11B
Ribosome	RPL19A
Ribosome	RPS14B
Ribosome	RPS26B
Ribosome	RPL19B
Ribosome	RPS14A
Ribosome	RPS30B
Ribosome	RPS30A
Ribosome	RPS6A
Ribosome	RSM18
Ribosome	RPS26A
Ribosome	RPL8B
Ribosome	RPL8A
Ribosome	SWS2
Ribosome	RLP7
Ribosome	RPS4A
Ribosome	RPL34A
Ribosome	RPL22A
Ribosome	RPL34B
Ribosome	RPS4B
Ribosome	RPL22B
Ribosome	RPL7B
Ribosome	RPS25B
Ribosome	RPL18A
Ribosome	RPS25A
Ribosome	RPL18B
Ribosome	RPL7A
Ribosome biogenesis in eukaryotes	RIA1
Ribosome biogenesis in eukaryotes	MTR2
Ribosome biogenesis in eukaryotes	IMP3
Ribosome biogenesis in eukaryotes	IMP4
Ribosome biogenesis in eukaryotes	CKA2
Ribosome biogenesis in eukaryotes	CKA1
Ribosome biogenesis in eukaryotes	NAN1
Ribosome biogenesis in eukaryotes	LSG1
Ribosome biogenesis in eukaryotes	XRN1
Ribosome biogenesis in eukaryotes	RPP1
Ribosome biogenesis in eukaryotes	SNM1
Ribosome biogenesis in eukaryotes	POP1
Ribosome biogenesis in eukaryotes	RNT1
Ribosome biogenesis in eukaryotes	NHP2
Ribosome biogenesis in eukaryotes	NOP4
Ribosome biogenesis in eukaryotes	FAP7
Ribosome biogenesis in eukaryotes	TIF6
Ribosome biogenesis in eukaryotes	NOP1
Ribosome biogenesis in eukaryotes	CKB2
Ribosome biogenesis in eukaryotes	CKB1
Ribosome biogenesis in eukaryotes	NMD3
Ribosome biogenesis in eukaryotes	RNH70
Ribosome biogenesis in eukaryotes	SNU13
Ribosome biogenesis in eukaryotes	EMG1
Ribosome biogenesis in eukaryotes	GAR1
Ribosome biogenesis in eukaryotes	MDN1
Ribosome biogenesis in eukaryotes	UTP9
Ribosome biogenesis in eukaryotes	UTP15
Ribosome biogenesis in eukaryotes	NOP58
Ribosome biogenesis in eukaryotes	UTP8
Ribosome biogenesis in eukaryotes	UTP18
Ribosome biogenesis in eukaryotes	UTP6
Ribosome biogenesis in eukaryotes	UTP5
Ribosome biogenesis in eukaryotes	UTP4
Ribosome biogenesis in eukaryotes	UTP14
Ribosome biogenesis in eukaryotes	UTP13
Ribosome biogenesis in eukaryotes	REX2
Ribosome biogenesis in eukaryotes	GSP2
Ribosome biogenesis in eukaryotes	CRM1
Ribosome biogenesis in eukaryotes	RAT1
Ribosome biogenesis in eukaryotes	GSP1
Ribosome biogenesis in eukaryotes	NOG1
Ribosome biogenesis in eukaryotes	NOG2
Ribosome biogenesis in eukaryotes	AFG2
Ribosome biogenesis in eukaryotes	RCL1
Ribosome biogenesis in eukaryotes	RIX7
Ribosome biogenesis in eukaryotes	NUG1
Ribosome biogenesis in eukaryotes	SDO1
Ribosome biogenesis in eukaryotes	UTP10
Ribosome biogenesis in eukaryotes	RMP1
Ribosome biogenesis in eukaryotes	NOP10
Ribosome biogenesis in eukaryotes	NOP56
Ribosome biogenesis in eukaryotes	RRP7
Ribosome biogenesis in eukaryotes	POP7
Ribosome biogenesis in eukaryotes	POP6
Ribosome biogenesis in eukaryotes	POP8
Ribosome biogenesis in eukaryotes	POP3
Ribosome biogenesis in eukaryotes	UTP22
Ribosome biogenesis in eukaryotes	15S_RRNA
Ribosome biogenesis in eukaryotes	POP5
Ribosome biogenesis in eukaryotes	DIP2
Ribosome biogenesis in eukaryotes	FCF1
Ribosome biogenesis in eukaryotes	POP4
Ribosome biogenesis in eukaryotes	MPP10
Ribosome biogenesis in eukaryotes	NOB1
Ribosome biogenesis in eukaryotes	PWP2
Ribosome biogenesis in eukaryotes	CBF5
Ribosome biogenesis in eukaryotes	21S_RRNA
Ribosome biogenesis in eukaryotes	BMS1
Ribosome biogenesis in eukaryotes	HRR25
Ribosome biogenesis in eukaryotes	KRE33
Ribosome biogenesis in eukaryotes	UTP21
Ribosome biogenesis in eukaryotes	MEX67
Ribosome biogenesis in eukaryotes	RIO1
Ribosome biogenesis in eukaryotes	RIO2
SNARE interactions in vesicular transport	BET1
SNARE interactions in vesicular transport	SEC22
SNARE interactions in vesicular transport	SED5
SNARE interactions in vesicular transport	GOS1
SNARE interactions in vesicular transport	SSO2
SNARE interactions in vesicular transport	TLG2
SNARE interactions in vesicular transport	TLG1
SNARE interactions in vesicular transport	SSO1
SNARE interactions in vesicular transport	SYN8
SNARE interactions in vesicular transport	SFT1
SNARE interactions in vesicular transport	VTI1
SNARE interactions in vesicular transport	USE1
SNARE interactions in vesicular transport	SNC1
SNARE interactions in vesicular transport	SNC2
SNARE interactions in vesicular transport	BOS1
SNARE interactions in vesicular transport	VAM3
SNARE interactions in vesicular transport	YKT6
SNARE interactions in vesicular transport	UFE1
SNARE interactions in vesicular transport	VAM7
SNARE interactions in vesicular transport	SEC20
Selenocompound metabolism	MES1
Selenocompound metabolism	MET3
Selenocompound metabolism	STR3
Selenocompound metabolism	STR2
Selenocompound metabolism	TRR2
Selenocompound metabolism	CYS3
Selenocompound metabolism	TRR1
Selenocompound metabolism	MSM1
Selenocompound metabolism	MET6
Selenocompound metabolism	IRC7
Sphingolipid metabolism	LAC1
Sphingolipid metabolism	TSC10
Sphingolipid metabolism	LCB3
Sphingolipid metabolism	LCB2
Sphingolipid metabolism	LCB1
Sphingolipid metabolism	SUR2
Sphingolipid metabolism	LCB5
Sphingolipid metabolism	LCB4
Sphingolipid metabolism	YPC1
Sphingolipid metabolism	DPL1
Sphingolipid metabolism	YDC1
Sphingolipid metabolism	YSR3
Sphingolipid metabolism	ISC1
Sphingolipid metabolism	LAG1
Spliceosome	PRP31
Spliceosome	SSB2
Spliceosome	RSE1
Spliceosome	CWC15
Spliceosome	SNU23
Spliceosome	SNU114
Spliceosome	TEX1
Spliceosome	SMB1
Spliceosome	SNU66
Spliceosome	BRR2
Spliceosome	MUD2
Spliceosome	CBC2
Spliceosome	YHC1
Spliceosome	SUB2
Spliceosome	SYF2
Spliceosome	SYF1
Spliceosome	HSH49
Spliceosome	SLU7
Spliceosome	PRP38
Spliceosome	PRP4
Spliceosome	YRA1
Spliceosome	PRP43
Spliceosome	PRP3
Spliceosome	PRP6
Spliceosome	PRP46
Spliceosome	PRP45
Spliceosome	PRP5
Spliceosome	SME1
Spliceosome	PRP40
Spliceosome	STO1
Spliceosome	PRP2
Spliceosome	SSA1
Spliceosome	PRP8
Spliceosome	SNU13
Spliceosome	PRP9
Spliceosome	CEF1
Spliceosome	DIB1
Spliceosome	SSA4
Spliceosome	SSA2
Spliceosome	RDS3
Spliceosome	SSA3
Spliceosome	SNP1
Spliceosome	PRP11
Spliceosome	SMD1
Spliceosome	SMD2
Spliceosome	BUD31
Spliceosome	LSM2
Spliceosome	LEA1
Spliceosome	LSM6
Spliceosome	LSM5
Spliceosome	CDC40
Spliceosome	SMD3
Spliceosome	LSM4
Spliceosome	LSM3
Spliceosome	YSF3
Spliceosome	CUS1
Spliceosome	LSM8
Spliceosome	LSM7
Spliceosome	PRP19
Spliceosome	PRP18
Spliceosome	PRP16
Spliceosome	FAL1
Spliceosome	DBP2
Spliceosome	PRP22
Spliceosome	ECM2
Spliceosome	HSH155
Spliceosome	ISY1
Spliceosome	CLF1
Spliceosome	THO2
Spliceosome	SMX3
Spliceosome	SMX2
Spliceosome	SAD1
Spliceosome	PRP28
Starch and sucrose metabolism	FKS1
Starch and sucrose metabolism	PRM15
Starch and sucrose metabolism	FKS3
Starch and sucrose metabolism	GDB1
Starch and sucrose metabolism	GPH1
Starch and sucrose metabolism	HXK2
Starch and sucrose metabolism	BGL2
Starch and sucrose metabolism	HXK1
Starch and sucrose metabolism	GSY1
Starch and sucrose metabolism	MAL12
Starch and sucrose metabolism	TSL1
Starch and sucrose metabolism	GSY2
Starch and sucrose metabolism	SGA1
Starch and sucrose metabolism	ATH1
Starch and sucrose metabolism	NTH1
Starch and sucrose metabolism	GLK1
Starch and sucrose metabolism	NTH2
Starch and sucrose metabolism	MAL32
Starch and sucrose metabolism	GLG2
Starch and sucrose metabolism	GLG1
Starch and sucrose metabolism	EMI2
Starch and sucrose metabolism	IMA1
Starch and sucrose metabolism	IMA4
Starch and sucrose metabolism	GLC3
Starch and sucrose metabolism	IMA5
Starch and sucrose metabolism	UGP1
Starch and sucrose metabolism	IMA2
Starch and sucrose metabolism	IMA3
Starch and sucrose metabolism	SUC2
Starch and sucrose metabolism	PGI1
Starch and sucrose metabolism	GSC2
Starch and sucrose metabolism	TPS3
Starch and sucrose metabolism	EXG1
Starch and sucrose metabolism	TPS2
Starch and sucrose metabolism	EXG2
Starch and sucrose metabolism	SPR1
Starch and sucrose metabolism	TPS1
Starch and sucrose metabolism	PGM2
Starch and sucrose metabolism	PGM1
Steroid biosynthesis	ARE1
Steroid biosynthesis	ARE2
Steroid biosynthesis	ERG24
Steroid biosynthesis	ERG11
Steroid biosynthesis	ERG27
Steroid biosynthesis	ERG25
Steroid biosynthesis	ERG26
Steroid biosynthesis	TGL1
Steroid biosynthesis	ERG1
Steroid biosynthesis	ERG2
Steroid biosynthesis	ERG3
Steroid biosynthesis	ERG4
Steroid biosynthesis	ERG5
Steroid biosynthesis	ERG6
Steroid biosynthesis	ERG7
Steroid biosynthesis	TGL4
Steroid biosynthesis	ERG9
Sulfur metabolism	APA1
Sulfur metabolism	APA2
Sulfur metabolism	MET14
Sulfur metabolism	TUM1
Sulfur metabolism	MET22
Sulfur metabolism	MET10
Sulfur metabolism	STR2
Sulfur metabolism	MCY1
Sulfur metabolism	MET2
Sulfur metabolism	MET3
Sulfur metabolism	MET17
Sulfur metabolism	MET5
Sulfur metabolism	MET16
Sulfur relay system	NFS1
Sulfur relay system	NCS6
Sulfur relay system	TUM1
Sulfur relay system	NCS2
Sulfur relay system	URM1
Sulfur relay system	UBA4
Sulfur relay system	AHP1
Terpenoid backbone biosynthesis	IDI1
Terpenoid backbone biosynthesis	NUS1
Terpenoid backbone biosynthesis	ERG20
Terpenoid backbone biosynthesis	ERG12
Terpenoid backbone biosynthesis	ERG13
Terpenoid backbone biosynthesis	ERG10
Terpenoid backbone biosynthesis	HMG2
Terpenoid backbone biosynthesis	HMG1
Terpenoid backbone biosynthesis	BTS1
Terpenoid backbone biosynthesis	MVD1
Terpenoid backbone biosynthesis	RAM1
Terpenoid backbone biosynthesis	COQ1
Terpenoid backbone biosynthesis	RER2
Terpenoid backbone biosynthesis	RAM2
Terpenoid backbone biosynthesis	RCE1
Terpenoid backbone biosynthesis	STE24
Terpenoid backbone biosynthesis	ERG8
Terpenoid backbone biosynthesis	SRT1
Terpenoid backbone biosynthesis	STE14
Thiamine metabolism	PHO8
Thiamine metabolism	THI6
Thiamine metabolism	LTP1
Thiamine metabolism	THI80
Thiamine metabolism	NFS1
Thiamine metabolism	THI21
Thiamine metabolism	THI20
Thiamine metabolism	THI12
Thiamine metabolism	THI11
Thiamine metabolism	ADK1
Thiamine metabolism	DIA3
Thiamine metabolism	THI13
Thiamine metabolism	ADK2
Thiamine metabolism	PHO5
Thiamine metabolism	THI5
Thiamine metabolism	THI4
Thiamine metabolism	PHO3
Thiamine metabolism	PHO12
Thiamine metabolism	PHO11
Tryptophan metabolism	BNA5
Tryptophan metabolism	BNA4
Tryptophan metabolism	ALD6
Tryptophan metabolism	BNA3
Tryptophan metabolism	DIT2
Tryptophan metabolism	BNA2
Tryptophan metabolism	BNA1
Tryptophan metabolism	ALD4
Tryptophan metabolism	ALD5
Tryptophan metabolism	ARO8
Tryptophan metabolism	AMD2
Tryptophan metabolism	ERG10
Tryptophan metabolism	KGD2
Tryptophan metabolism	HFD1
Tryptophan metabolism	CTT1
Tryptophan metabolism	LPD1
Tryptophan metabolism	IRC15
Tryptophan metabolism	BNA7
Tryptophan metabolism	CTA1
Tyrosine metabolism	AAT1
Tyrosine metabolism	AAT2
Tyrosine metabolism	HIS5
Tyrosine metabolism	ARO9
Tyrosine metabolism	SFA1
Tyrosine metabolism	UGA2
Tyrosine metabolism	ALD2
Tyrosine metabolism	ALD3
Tyrosine metabolism	ARO8
Tyrosine metabolism	ADH4
Tyrosine metabolism	ADH5
Tyrosine metabolism	ADH2
Tyrosine metabolism	ADH3
Tyrosine metabolism	ADH1
Ubiquinone and other terpenoid-quinone biosynthesis	COQ5
Ubiquinone and other terpenoid-quinone biosynthesis	CAT5
Ubiquinone and other terpenoid-quinone biosynthesis	COQ3
Ubiquinone and other terpenoid-quinone biosynthesis	COQ2
Ubiquinone and other terpenoid-quinone biosynthesis	ARO8
Ubiquinone and other terpenoid-quinone biosynthesis	PAD1
Ubiquinone and other terpenoid-quinone biosynthesis	COQ6
Ubiquitin mediated proteolysis	APC4
Ubiquitin mediated proteolysis	APC1
Ubiquitin mediated proteolysis	APC2
Ubiquitin mediated proteolysis	UFD4
Ubiquitin mediated proteolysis	GRR1
Ubiquitin mediated proteolysis	APC11
Ubiquitin mediated proteolysis	CDC4
Ubiquitin mediated proteolysis	CDC20
Ubiquitin mediated proteolysis	CDC34
Ubiquitin mediated proteolysis	AOS1
Ubiquitin mediated proteolysis	CDC16
Ubiquitin mediated proteolysis	PRP19
Ubiquitin mediated proteolysis	DOC1
Ubiquitin mediated proteolysis	UBC6
Ubiquitin mediated proteolysis	UBA3
Ubiquitin mediated proteolysis	UBC11
Ubiquitin mediated proteolysis	UBC5
Ubiquitin mediated proteolysis	UBC12
Ubiquitin mediated proteolysis	UBA2
Ubiquitin mediated proteolysis	UBC4
Ubiquitin mediated proteolysis	UBC13
Ubiquitin mediated proteolysis	UBA1
Ubiquitin mediated proteolysis	UBC1
Ubiquitin mediated proteolysis	SWM1
Ubiquitin mediated proteolysis	RSP5
Ubiquitin mediated proteolysis	MET30
Ubiquitin mediated proteolysis	UBC9
Ubiquitin mediated proteolysis	RAD6
Ubiquitin mediated proteolysis	UBC8
Ubiquitin mediated proteolysis	HRT1
Ubiquitin mediated proteolysis	CUL3
Ubiquitin mediated proteolysis	UBC7
Ubiquitin mediated proteolysis	SIZ1
Ubiquitin mediated proteolysis	CDC53
Ubiquitin mediated proteolysis	CDC23
Ubiquitin mediated proteolysis	ELC1
Ubiquitin mediated proteolysis	CDC26
Ubiquitin mediated proteolysis	CDH1
Ubiquitin mediated proteolysis	CDC27
Ubiquitin mediated proteolysis	HRD1
Ubiquitin mediated proteolysis	HUL5
Ubiquitin mediated proteolysis	RAD28
Ubiquitin mediated proteolysis	UFD2
Ubiquitin mediated proteolysis	TOM1
Ubiquitin mediated proteolysis	APC9
Ubiquitin mediated proteolysis	SKP1
Ubiquitin mediated proteolysis	APC5
Valine, leucine and isoleucine biosynthesis	ILV6
Valine, leucine and isoleucine biosynthesis	BAT2
Valine, leucine and isoleucine biosynthesis	ILV5
Valine, leucine and isoleucine biosynthesis	LEU4
Valine, leucine and isoleucine biosynthesis	BAT1
Valine, leucine and isoleucine biosynthesis	LEU2
Valine, leucine and isoleucine biosynthesis	LEU1
Valine, leucine and isoleucine biosynthesis	CHA1
Valine, leucine and isoleucine biosynthesis	ILV2
Valine, leucine and isoleucine biosynthesis	ILV3
Valine, leucine and isoleucine biosynthesis	ILV1
Valine, leucine and isoleucine biosynthesis	LEU9
Valine, leucine and isoleucine degradation	BAT2
Valine, leucine and isoleucine degradation	ALD6
Valine, leucine and isoleucine degradation	ALD4
Valine, leucine and isoleucine degradation	BAT1
Valine, leucine and isoleucine degradation	ALD5
Valine, leucine and isoleucine degradation	UGA1
Valine, leucine and isoleucine degradation	ERG13
Valine, leucine and isoleucine degradation	ERG10
Valine, leucine and isoleucine degradation	HFD1
Valine, leucine and isoleucine degradation	EHD3
Valine, leucine and isoleucine degradation	LPD1
Valine, leucine and isoleucine degradation	IRC15
Valine, leucine and isoleucine degradation	POT1
Various types of N-glycan biosynthesis	OST6
Various types of N-glycan biosynthesis	MNN2
Various types of N-glycan biosynthesis	OST5
Various types of N-glycan biosynthesis	MNL2
Various types of N-glycan biosynthesis	ALG9
Various types of N-glycan biosynthesis	SWP1
Various types of N-glycan biosynthesis	MNN5
Various types of N-glycan biosynthesis	OST2
Various types of N-glycan biosynthesis	OST1
Various types of N-glycan biosynthesis	VAN1
Various types of N-glycan biosynthesis	OST4
Various types of N-glycan biosynthesis	MNN1
Various types of N-glycan biosynthesis	OST3
Various types of N-glycan biosynthesis	ALG3
Various types of N-glycan biosynthesis	ALG14
Various types of N-glycan biosynthesis	ALG1
Various types of N-glycan biosynthesis	ALG13
Various types of N-glycan biosynthesis	ALG12
Various types of N-glycan biosynthesis	ALG2
Various types of N-glycan biosynthesis	ALG11
Various types of N-glycan biosynthesis	KTR6
Various types of N-glycan biosynthesis	MNN9
Various types of N-glycan biosynthesis	HOC1
Various types of N-glycan biosynthesis	MNS1
Various types of N-glycan biosynthesis	WBP1
Various types of N-glycan biosynthesis	MNN10
Various types of N-glycan biosynthesis	MNN11
Various types of N-glycan biosynthesis	ANP1
Various types of N-glycan biosynthesis	OCH1
Various types of N-glycan biosynthesis	STT3
Vitamin B6 metabolism	THR4
Vitamin B6 metabolism	SNZ2
Vitamin B6 metabolism	SNZ3
Vitamin B6 metabolism	SER1
Vitamin B6 metabolism	SNZ1
Vitamin B6 metabolism	SNO3
Vitamin B6 metabolism	SNO1
Vitamin B6 metabolism	SNO2
Vitamin B6 metabolism	PDX3
Vitamin B6 metabolism	BUD16
Vitamin B6 metabolism	BUD17
beta-Alanine metabolism	ALD6
beta-Alanine metabolism	FOX2
beta-Alanine metabolism	ALD4
beta-Alanine metabolism	FMS1
beta-Alanine metabolism	ALD5
beta-Alanine metabolism	ALD2
beta-Alanine metabolism	UGA1
beta-Alanine metabolism	ALD3
beta-Alanine metabolism	GAD1
beta-Alanine metabolism	HFD1
beta-Alanine metabolism	SPE3
beta-Alanine metabolism	SPE4
beta-Alanine metabolism	EHD3
beta-Alanine metabolism	PAN6
mRNA surveillance pathway	UPF3
mRNA surveillance pathway	CFT1
mRNA surveillance pathway	DOM34
mRNA surveillance pathway	MTR2
mRNA surveillance pathway	YTH1
mRNA surveillance pathway	YSH1
mRNA surveillance pathway	PTI1
mRNA surveillance pathway	CDC55
mRNA surveillance pathway	CBC2
mRNA surveillance pathway	PPZ2
mRNA surveillance pathway	PPZ1
mRNA surveillance pathway	PAP1
mRNA surveillance pathway	SUB2
mRNA surveillance pathway	SWD2
mRNA surveillance pathway	PTA1
mRNA surveillance pathway	SUP35
mRNA surveillance pathway	SSU72
mRNA surveillance pathway	REF2
mRNA surveillance pathway	PAB1
mRNA surveillance pathway	FAL1
mRNA surveillance pathway	RNA14
mRNA surveillance pathway	YRA1
mRNA surveillance pathway	FIP1
mRNA surveillance pathway	SKI7
mRNA surveillance pathway	STO1
mRNA surveillance pathway	NMD2
mRNA surveillance pathway	PPH21
mRNA surveillance pathway	MPE1
mRNA surveillance pathway	PPH22
mRNA surveillance pathway	HRP1
