term	gene
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Prkd3
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Tp53
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Eif2ak3
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Ube2k
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Gstk1
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Herpud1
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Prkcq
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Sqstm1
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Acta1
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Prkci
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Acta2
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Prdx1
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Prkce
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Actb
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Abcc3
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Abcc4
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Prkcg
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Scarb1
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Nras
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Cdc34
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Gstm5
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Pmf1
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Gstm4
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Mafg
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Gstm1
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Ubb
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Rras2
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Slc1a4
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Mafk
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Actg1
NUCLEAR FACTOR ERYTHROID DERIVED 2 LIKE 2 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP2376%RATTUS NORVEGICUS	Actg2
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Ube2d1
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psma7
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmc6
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmc5
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmc2
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmc4
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmc3
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psma3
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psma5
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Rpn2
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmc1
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psma2
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Rpn1
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psme2
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psme1
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmd12
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmd11
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Ube2b
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmd13
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmb9
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmb8
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Uchl3
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmb6l1
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmd7
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmb5
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmb4
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmd6
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmb7
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Uchl1
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Ifng
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmd8
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmd3
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmb1
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmd2
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmd5
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmb2
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Psmd4
PROTEASOME DEGRADATION%WIKIPATHWAYS_20241210%WP302%RATTUS NORVEGICUS	Ube2d3
OSTEOCLAST%WIKIPATHWAYS_20241210%WP489%RATTUS NORVEGICUS	Trpv5
OSTEOCLAST%WIKIPATHWAYS_20241210%WP489%RATTUS NORVEGICUS	Ifnb1
OSTEOCLAST%WIKIPATHWAYS_20241210%WP489%RATTUS NORVEGICUS	Gpr68
OSTEOCLAST%WIKIPATHWAYS_20241210%WP489%RATTUS NORVEGICUS	Itgb3
OSTEOCLAST%WIKIPATHWAYS_20241210%WP489%RATTUS NORVEGICUS	Zcchc2
OSTEOCLAST%WIKIPATHWAYS_20241210%WP489%RATTUS NORVEGICUS	Pdgfb
OSTEOCLAST%WIKIPATHWAYS_20241210%WP489%RATTUS NORVEGICUS	Ctsk
OSTEOCLAST%WIKIPATHWAYS_20241210%WP489%RATTUS NORVEGICUS	Spp1
OSTEOCLAST%WIKIPATHWAYS_20241210%WP489%RATTUS NORVEGICUS	Tnfsf11
OSTEOCLAST%WIKIPATHWAYS_20241210%WP489%RATTUS NORVEGICUS	Slc9a1
OSTEOCLAST%WIKIPATHWAYS_20241210%WP489%RATTUS NORVEGICUS	Atp6v1e1
OSTEOCLAST%WIKIPATHWAYS_20241210%WP489%RATTUS NORVEGICUS	Ifnar1
EBV LMP1 SIGNALING%WIKIPATHWAYS_20241210%WP1278%RATTUS NORVEGICUS	Ifnb1
EBV LMP1 SIGNALING%WIKIPATHWAYS_20241210%WP1278%RATTUS NORVEGICUS	Map3k14
EBV LMP1 SIGNALING%WIKIPATHWAYS_20241210%WP1278%RATTUS NORVEGICUS	Ikbkb
EBV LMP1 SIGNALING%WIKIPATHWAYS_20241210%WP1278%RATTUS NORVEGICUS	Mapk1
EBV LMP1 SIGNALING%WIKIPATHWAYS_20241210%WP1278%RATTUS NORVEGICUS	Rela
EBV LMP1 SIGNALING%WIKIPATHWAYS_20241210%WP1278%RATTUS NORVEGICUS	Traf6
EBV LMP1 SIGNALING%WIKIPATHWAYS_20241210%WP1278%RATTUS NORVEGICUS	Pdlim7
EBV LMP1 SIGNALING%WIKIPATHWAYS_20241210%WP1278%RATTUS NORVEGICUS	Hsp90aa1
EBV LMP1 SIGNALING%WIKIPATHWAYS_20241210%WP1278%RATTUS NORVEGICUS	Ccl5
EBV LMP1 SIGNALING%WIKIPATHWAYS_20241210%WP1278%RATTUS NORVEGICUS	Tradd
EBV LMP1 SIGNALING%WIKIPATHWAYS_20241210%WP1278%RATTUS NORVEGICUS	Nfkb2
EBV LMP1 SIGNALING%WIKIPATHWAYS_20241210%WP1278%RATTUS NORVEGICUS	Chuk
EBV LMP1 SIGNALING%WIKIPATHWAYS_20241210%WP1278%RATTUS NORVEGICUS	Mapk8
EBV LMP1 SIGNALING%WIKIPATHWAYS_20241210%WP1278%RATTUS NORVEGICUS	Map3k7
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Ccna1
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Pole2
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Mnat1
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Mcm7
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Ccne1
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Pola2
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Ccne2
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Ccng2
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Creb3l4
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Gadd45a
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Creb3l1
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Orc5
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Ccnh
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Orc4
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Necab3
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Orc6
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Orc1
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Atf6b
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Orc3
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Cdkn2b
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Tfdp1
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Tp53
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Ccnb1
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Cdkn2c
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Cldn5
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Rb1
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Pcna
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Rpa2
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Myt1
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Cdk6
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Wee1
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Rbl1
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Mdm2
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Ccnd1
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	E2f1
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Mcm4
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Cdk1
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	E2f3
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	E2f4
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Mcm6
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	E2f6
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Pole
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Cdkn1c
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Mcm2
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Cdkn1a
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20241210%WP348%RATTUS NORVEGICUS	Cdkn1b
BETA OXIDATION OF UNSATURATED FATTY ACIDS%WIKIPATHWAYS_20241210%WP418%RATTUS NORVEGICUS	Decr1
BETA OXIDATION OF UNSATURATED FATTY ACIDS%WIKIPATHWAYS_20241210%WP418%RATTUS NORVEGICUS	Hadha
BETA OXIDATION OF UNSATURATED FATTY ACIDS%WIKIPATHWAYS_20241210%WP418%RATTUS NORVEGICUS	Hadhb
BETA OXIDATION OF UNSATURATED FATTY ACIDS%WIKIPATHWAYS_20241210%WP418%RATTUS NORVEGICUS	Eci1
BETA OXIDATION OF UNSATURATED FATTY ACIDS%WIKIPATHWAYS_20241210%WP418%RATTUS NORVEGICUS	Acadm
CFTR ACTIVITY IN THE PLASMA MEMBRANE%WIKIPATHWAYS_20241210%WP1488%RATTUS NORVEGICUS	Rack1
CFTR ACTIVITY IN THE PLASMA MEMBRANE%WIKIPATHWAYS_20241210%WP1488%RATTUS NORVEGICUS	Plcb2
CFTR ACTIVITY IN THE PLASMA MEMBRANE%WIKIPATHWAYS_20241210%WP1488%RATTUS NORVEGICUS	Plcb1
CFTR ACTIVITY IN THE PLASMA MEMBRANE%WIKIPATHWAYS_20241210%WP1488%RATTUS NORVEGICUS	Nherf2
CFTR ACTIVITY IN THE PLASMA MEMBRANE%WIKIPATHWAYS_20241210%WP1488%RATTUS NORVEGICUS	Nherf1
CFTR ACTIVITY IN THE PLASMA MEMBRANE%WIKIPATHWAYS_20241210%WP1488%RATTUS NORVEGICUS	Pdzk1
CFTR ACTIVITY IN THE PLASMA MEMBRANE%WIKIPATHWAYS_20241210%WP1488%RATTUS NORVEGICUS	Ezr
CFTR ACTIVITY IN THE PLASMA MEMBRANE%WIKIPATHWAYS_20241210%WP1488%RATTUS NORVEGICUS	Ppp2ca
CFTR ACTIVITY IN THE PLASMA MEMBRANE%WIKIPATHWAYS_20241210%WP1488%RATTUS NORVEGICUS	Prkcg
CFTR ACTIVITY IN THE PLASMA MEMBRANE%WIKIPATHWAYS_20241210%WP1488%RATTUS NORVEGICUS	Prkaa2
CFTR ACTIVITY IN THE PLASMA MEMBRANE%WIKIPATHWAYS_20241210%WP1488%RATTUS NORVEGICUS	Snap23
CFTR ACTIVITY IN THE PLASMA MEMBRANE%WIKIPATHWAYS_20241210%WP1488%RATTUS NORVEGICUS	Plcb3
CFTR ACTIVITY IN THE PLASMA MEMBRANE%WIKIPATHWAYS_20241210%WP1488%RATTUS NORVEGICUS	Cftr
CFTR ACTIVITY IN THE PLASMA MEMBRANE%WIKIPATHWAYS_20241210%WP1488%RATTUS NORVEGICUS	Prkaca
CFTR ACTIVITY IN THE PLASMA MEMBRANE%WIKIPATHWAYS_20241210%WP1488%RATTUS NORVEGICUS	Plcz1
GLUCURONIDATION%WIKIPATHWAYS_20241210%WP1276%RATTUS NORVEGICUS	Ugt2b1
GLUCURONIDATION%WIKIPATHWAYS_20241210%WP1276%RATTUS NORVEGICUS	Pgm2
GLUCURONIDATION%WIKIPATHWAYS_20241210%WP1276%RATTUS NORVEGICUS	Ugt2b7
GLUCURONIDATION%WIKIPATHWAYS_20241210%WP1276%RATTUS NORVEGICUS	Ugp2
GLUCURONIDATION%WIKIPATHWAYS_20241210%WP1276%RATTUS NORVEGICUS	Pgm5
GLUCURONIDATION%WIKIPATHWAYS_20241210%WP1276%RATTUS NORVEGICUS	Ugdh
GLUCURONIDATION%WIKIPATHWAYS_20241210%WP1276%RATTUS NORVEGICUS	Ugt2b35
GLUCURONIDATION%WIKIPATHWAYS_20241210%WP1276%RATTUS NORVEGICUS	Pgm1
GLUCURONIDATION%WIKIPATHWAYS_20241210%WP1276%RATTUS NORVEGICUS	Ugt2a1
GLUCURONIDATION%WIKIPATHWAYS_20241210%WP1276%RATTUS NORVEGICUS	Ugt2b10
GLUCURONIDATION%WIKIPATHWAYS_20241210%WP1276%RATTUS NORVEGICUS	Ugt2a3
GLUCURONIDATION%WIKIPATHWAYS_20241210%WP1276%RATTUS NORVEGICUS	Hk1
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Pdpk1
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Rac2
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Shc1
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Mapk1
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Akt3
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Map2k1
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Itgae
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Itgal
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Ilk
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Rap1a
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Braf
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Vav3
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Rap1b
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Selenop
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Crk
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Grb2
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Itgad
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Itgb6
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Raf1
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Vav2
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Sos1
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Itgb1
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Mylk2
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Fyn
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Itgb4
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Itgb5
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Tln1
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Vcl
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Mapk12
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Vasp
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Arhgef7
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Itga8
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Itga6
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Src
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Bcar1
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Pak1
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Itga3
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Itga4
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Itga1
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Rho
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Pak6
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Pak3
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Pak2
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Pak4
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Capn9
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Git2
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Cav3
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Capn5
INTEGRIN MEDIATED CELL ADHESION%WIKIPATHWAYS_20241210%WP74%RATTUS NORVEGICUS	Cav2
